,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
22991,11 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4747,Subscriber,1976,Male,27.0
22992,2 minutes,3,Powell St BART Station (Market St at 4th St),19,Post St at Kearny St,5571,Subscriber,1956,Female,26.0
22993,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),119,18th St at Noe St,5306,Subscriber,1985,Male,26.0
22994,8 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1655,Subscriber,1975,Male,27.0
22995,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2191,Subscriber,1987,Female,26.0
22996,19 minutes,22,Howard St at Beale St,129,Harrison St at 20th St,2522,Subscriber,1987,Female,29.0
22997,24 minutes,22,Howard St at Beale St,358,Williams Ave at 3rd St,4870,Subscriber,1990,Female,29.0
22998,2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5329,Subscriber,1991,Female,26.0
22999,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4442,Subscriber,1976,Male,29.0
23000,18 minutes,81,Berry St at 4th St,125,20th St at Bryant St,5291,Subscriber,1990,Male,26.0
23001,7 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),1954,Subscriber,1987,Male,26.0
23002,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5247,Subscriber,1991,Male,26.0
23003,9 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2692,Subscriber,1991,Male,27.0
23004,6 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3381,Subscriber,1993,Male,29.0
23005,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,933,Subscriber,1994,Male,29.0
23006,33 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,3743,Subscriber,1983,Male,26.0
23007,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4318,Subscriber,1970,Male,29.0
23008,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5009,Subscriber,1985,Male,29.0
23009,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,4977,Subscriber,1992,Male,29.0
23010,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4838,Subscriber,1995,Male,26.0
23011,12 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),5050,Subscriber,1969,Male,26.0
23012,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5388,Subscriber,1967,Male,26.0
23013,23 minutes,81,Berry St at 4th St,75,Market St at Franklin St,2064,Subscriber,1983,Male,27.0
23014,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),129,Harrison St at 20th St,4947,Subscriber,1980,Female,27.0
23015,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),1428,Subscriber,1990,Male,26.0
23016,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5015,Subscriber,1989,Female,26.0
23017,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5024,Subscriber,1985,Male,29.0
23018,7 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,5530,Subscriber,1980,Male,26.0
23019,18 minutes,81,Berry St at 4th St,108,16th St Mission BART,2231,Subscriber,1989,Female,27.0
23020,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),39,Scott St at Golden Gate Ave,5014,Subscriber,1988,Male,26.0
23021,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4747,Subscriber,1978,Male,27.0
23022,11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3048,Subscriber,1993,Male,27.0
23023,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),1580,Subscriber,1994,Male,26.0
23024,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5230,Subscriber,1997,Male,29.0
23025,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),3009,Subscriber,1960,Male,29.0
23026,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5301,Subscriber,1991,Male,27.0
23027,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5227,Customer,2000,Other,29.0
23028,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4613,Customer,2000,Other,26.0
23029,5 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),1333,Subscriber,1986,Female,26.0
23030,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5428,Subscriber,1982,Male,29.0
23031,10 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,2898,Subscriber,1993,Male,27.0
23032,28 minutes,22,Howard St at Beale St,139,Garfield Square (25th St at Harrison St),2206,Customer,1988,Male,26.0
23033,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5011,Subscriber,1995,Male,26.0
23034,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5200,Subscriber,1991,Male,26.0
23035,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4760,Subscriber,1985,Male,27.0
23036,4 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3009,Subscriber,1983,Male,29.0
23037,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),2197,Subscriber,1979,Male,26.0
23038,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5249,Subscriber,1984,Female,27.0
23039,6 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),3494,Subscriber,1987,Female,26.0
23040,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5283,Customer,1977,Male,27.0
23041,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,4751,Subscriber,1989,Male,26.0
23042,8 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),1428,Subscriber,1982,Male,26.0
23043,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),4795,Customer,1990,Male,27.0
23044,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4613,Subscriber,1969,Male,26.0
23045,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3109,Subscriber,1985,Female,29.0
23046,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5230,Subscriber,1994,Male,29.0
23047,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4772,Subscriber,1992,Male,27.0
23048,10 minutes,22,Howard St at Beale St,81,Berry St at 4th St,2692,Subscriber,1978,Male,27.0
23049,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,1896,Subscriber,1994,Male,29.0
23050,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5418,Subscriber,1990,Male,26.0
23051,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,3617,Customer,1998,Male,26.0
23052,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,5571,Subscriber,1990,Male,26.0
23053,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,2950,Customer,1998,Male,27.0
23054,8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1194,Subscriber,1979,Female,29.0
23055,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5054,Subscriber,1956,Male,26.0
23056,10 minutes,22,Howard St at Beale St,5,Powell St BART Station (Market St at 5th St),266,Subscriber,1959,Female,29.0
23057,3 minutes,5,Powell St BART Station (Market St at 5th St),349,Howard St at Mary St,1535,Subscriber,1976,Male,29.0
23058,6 minutes,22,Howard St at Beale St,321,5th St at Folsom,2266,Subscriber,1980,Male,26.0
23059,20 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3300,Customer,2000,Other,26.0
23060,11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5265,Subscriber,1966,Male,29.0
23061,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4405,Subscriber,1988,Male,26.0
23062,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4825,Customer,1989,Male,26.0
23063,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5277,Subscriber,1992,Male,27.0
23064,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1104,Subscriber,1979,Male,27.0
23065,19 minutes,5,Powell St BART Station (Market St at 5th St),30,San Francisco Caltrain (Townsend St at 4th St),3312,Customer,2000,Other,27.0
23066,10 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4947,Subscriber,1987,Male,27.0
23067,21 minutes,3,Powell St BART Station (Market St at 4th St),106,Sanchez St at 17th St,2502,Subscriber,1979,Male,26.0
23068,10 minutes,22,Howard St at Beale St,61,Howard St at 8th St,176,Customer,1970,Male,29.0
23069,4 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5306,Subscriber,1993,Male,26.0
23070,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),91,Berry St at King St,5560,Subscriber,1974,Male,29.0
23071,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5133,Subscriber,1995,Male,26.0
23072,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),34,Father Alfred E Boeddeker Park,139,Subscriber,1978,Male,27.0
23073,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4445,Subscriber,1980,Female,26.0
23074,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,5392,Subscriber,1990,Male,29.0
23075,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4827,Subscriber,1990,Other,29.0
23076,2 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,79,Subscriber,1972,Male,27.0
23077,9 minutes,16,Steuart St at Market St,91,Berry St at King St,5331,Subscriber,1989,Male,26.0
23078,8 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6147,Subscriber,1967,Male,27.0
23079,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,4809,Subscriber,1991,Male,29.0
23080,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5341,Subscriber,1984,Female,27.0
23081,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4875,Subscriber,1990,Male,26.0
23082,3 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,1082,Subscriber,1978,Female,26.0
23083,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),84,Duboce Park,5381,Customer,1995,Male,29.0
23084,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5227,Subscriber,1983,Male,29.0
23085,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4921,Subscriber,1987,Female,27.0
23086,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),76,McCoppin St at Valencia St,4804,Subscriber,1986,Male,29.0
23087,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,1475,Subscriber,1987,Male,26.0
23088,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4751,Subscriber,1987,Male,26.0
23089,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,5339,Subscriber,1989,Female,27.0
23090,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4977,Subscriber,1988,Male,29.0
23091,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4735,Subscriber,1977,Male,26.0
23092,18 minutes,81,Berry St at 4th St,95,Sanchez St at 15th St,5537,Subscriber,1988,Male,26.0
23093,14 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4597,Customer,1985,Female,26.0
23094,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),59,S Van Ness Ave at Market St,4963,Subscriber,1985,Male,27.0
23095,4 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,5200,Subscriber,1992,Male,26.0
23096,12 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,3319,Subscriber,1993,Male,26.0
23097,13 minutes,81,Berry St at 4th St,126,Esprit Park,2516,Subscriber,1995,Female,27.0
23098,13 minutes,81,Berry St at 4th St,126,Esprit Park,179,Subscriber,1995,Female,26.0
23099,8 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,4930,Subscriber,1987,Male,26.0
23100,17 minutes,81,Berry St at 4th St,370,Jones St at Post St,5408,Subscriber,1987,Female,27.0
23101,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4961,Subscriber,1978,Female,26.0
23102,8 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2677,Subscriber,1991,Female,26.0
23103,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4974,Customer,1990,Male,26.0
23104,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2743,Subscriber,1988,Male,26.0
23105,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),2197,Subscriber,1975,Male,26.0
23106,10 minutes,81,Berry St at 4th St,110,17th & Folsom Street Park (17th St at Folsom St),4803,Subscriber,1990,Male,26.0
23107,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,4773,Subscriber,1967,Male,26.0
23108,12 minutes,16,Steuart St at Market St,89,Division St at Potrero Ave,5494,Subscriber,1989,Male,26.0
23109,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4770,Subscriber,1983,Male,29.0
23110,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5097,Subscriber,2000,Female,27.0
23111,8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,746,Subscriber,1981,Male,29.0
23112,13 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4722,Subscriber,1977,Male,26.0
23113,7 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4557,Subscriber,1989,Male,26.0
23114,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4613,Subscriber,1967,Male,26.0
23115,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5396,Subscriber,1982,Male,26.0
23116,8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4938,Subscriber,1986,Male,29.0
23117,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),652,Customer,1985,Female,26.0
23118,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5217,Customer,1964,Male,27.0
23119,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),13,Commercial St at Montgomery St,5472,Subscriber,1968,Male,29.0
23120,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4735,Subscriber,1963,Male,26.0
23121,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),47,4th St at Harrison St,5134,Subscriber,1996,Female,29.0
23122,27 minutes,22,Howard St at Beale St,100,Bryant St at 15th St,4606,Subscriber,1994,Male,26.0
23123,11 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2446,Subscriber,1972,Male,27.0
23124,10 minutes,5,Powell St BART Station (Market St at 5th St),14,Clay St at Battery St,5545,Subscriber,1978,Male,29.0
23125,18 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),5228,Subscriber,1997,Female,27.0
23126,1 minutes,81,Berry St at 4th St,81,Berry St at 4th St,4637,Subscriber,1982,Male,29.0
23127,21 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,632,Subscriber,1952,Male,27.0
23128,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5518,Subscriber,1977,Male,27.0
23129,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4809,Subscriber,1977,Female,29.0
23130,14 minutes,81,Berry St at 4th St,98,Valencia St at 16th St,4659,Subscriber,1986,Male,27.0
23131,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5136,Subscriber,1983,Male,26.0
23132,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1323,Subscriber,1991,Male,26.0
23133,11 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2387,Subscriber,1991,Female,27.0
