0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,|-,,,,,
,,,,,,misc,,,,,
,,,,,,||,,,,,
,,,,,,artificial,,,,,
,,,,,,intelligence,,,,,
,,,,,,antivirus,,,,,
,,,,,,software,,,,,
,,,,,,malware,,,,,
,,,,,,scanner,,,,,
,,,,,,installation,,,,,
,,,,,,computer,,,,,
,,,,,,programs,,,,,
,,,,,,|installer/package,,,,,
,,,,,,management,,,,,
,,,,,,systems,,,,,
,,,,,,file,,,,,
,,,,,,manager,,,,,
,,,,,,=languages=,,,,,
,,,,,,thousands,,,,,
,,,,,,different,,,,,
,,,,,,programming,,,,,
,,,,,,languages—some,,,,,
,,,,,,intended,,,,,
,,,,,,general,,,,,
,,,,,,purpose,,,,,
,,,,,,others,,,,,
,,,,,,useful,,,,,
,,,,,,highly,,,,,
,,,,,,specialized,,,,,
,,,,,,applications,,,,,
,,,,,,--,,,,,
,,,,,,attention,,,,,
,,,,,,authors,,,,,
,,,,,,please,,,,,
,,,,,,add,,,,,
,,,,,,every,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,existence,,,,,
,,,,,,table—there,,,,,
,,,,,,vastly,,,,,
,,,,,,many,,,,,
,,,,,,them—and,,,,,
,,,,,,right,,,,,
,,,,,,place,,,,,
,,,,,,listing,,,,,
,,,,,,obscure,,,,,
,,,,,,languages,,,,,
,,,,,,'list,,,,,
,,,,,,...,,,,,
,,,,,,articles,,,,,
,,,,,,referenced,,,,,
,,,,,,please,,,,,
,,,,,,add,,,,,
,,,,,,commonly,,,,,
,,,,,,currently,,,,,
,,,,,,used,,,,,
,,,,,,highly,,,,,
,,,,,,historically,,,,,
,,,,,,relevant,,,,,
,,,,,,languages,,,,,
,,,,,,lists,,,,,
,,,,,,else,,,,,
,,,,,,things,,,,,
,,,,,,rapidly,,,,,
,,,,,,spiral,,,,,
,,,,,,control,,,,,
,,,,,,--,,,,,
,,,,,,class=,,,,,
,,,,,,'',,,,,
,,,,,,wikitable,,,,,
,,,,,,'',,,,,
,,,,,,|+,,,,,
,,,,,,'',,,,,
,,,,,,'programming,,,,,
,,,,,,languages,,,,,
,,,,,,'',,,,,
,,,,,,||,,,,,
,,,,,,lists,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,||,,,,,
,,,,,,timeline,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,list,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,category,,,,,
,,,,,,generational,,,,,
,,,,,,list,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,list,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,non-english-based,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,|-,,,,,
,,,,,,||,,,,,
,,,,,,commonly,,,,,
,,,,,,used,,,,,
,,,,,,assembly,,,,,
,,,,,,languages,,,,,
,,,,,,||,,,,,
,,,,,,arm,,,,,
,,,,,,architecture|arm,,,,,
,,,,,,mips,,,,,
,,,,,,architecture|mips,,,,,
,,,,,,x86,,,,,
,,,,,,assembly,,,,,
,,,,,,language|x86,,,,,
,,,,,,|-,,,,,
,,,,,,||,,,,,
,,,,,,commonly,,,,,
,,,,,,used,,,,,
,,,,,,high-level,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,||,,,,,
,,,,,,ada,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,|ada,,,,,
,,,,,,basic,,,,,
,,,,,,c,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,|c,,,,,
,,,,,,c++,,,,,
,,,,,,c,,,,,
,,,,,,sharp,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,|c,,,,,
,,,,,,cobol,,,,,
,,,,,,fortran,,,,,
,,,,,,pl/1,,,,,
,,,,,,rexx,,,,,
,,,,,,java,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,|java,,,,,
,,,,,,lisp,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,|lisp,,,,,
,,,,,,pascal,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,|pascal,,,,,
,,,,,,object,,,,,
,,,,,,pascal,,,,,
,,,,,,|-,,,,,
,,,,,,||,,,,,
,,,,,,commonly,,,,,
,,,,,,used,,,,,
,,,,,,scripting,,,,,
,,,,,,languages,,,,,
,,,,,,||,,,,,
,,,,,,bourne,,,,,
,,,,,,shell|bourne,,,,,
,,,,,,script,,,,,
,,,,,,javascript,,,,,
,,,,,,python,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,|python,,,,,
,,,,,,ruby,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,|ruby,,,,,
,,,,,,php,,,,,
,,,,,,perl,,,,,
,,,,,,=application,,,,,
,,,,,,software=,,,,,
,,,,,,=programs=,,,,,
,,,,,,defining,,,,,
,,,,,,feature,,,,,
,,,,,,modern,,,,,
,,,,,,computers,,,,,
,,,,,,distinguishes,,,,,
,,,,,,machines,,,,,
,,,,,,computer,,,,,
,,,,,,programming|programmed,,,,,
,,,,,,say,,,,,
,,,,,,type,,,,,
,,,,,,instruction,,,,,
,,,,,,computer,,,,,
,,,,,,science,,,,,
,,,,,,|instructions,,,,,
,,,,,,computer,,,,,
,,,,,,program|program,,,,,
,,,,,,given,,,,,
,,,,,,computer,,,,,
,,,,,,process,,,,,
,,,,,,modern,,,,,
,,,,,,computers,,,,,
,,,,,,based,,,,,
,,,,,,von,,,,,
,,,,,,neumann,,,,,
,,,,,,architecture,,,,,
,,,,,,often,,,,,
,,,,,,machine,,,,,
,,,,,,code,,,,,
,,,,,,form,,,,,
,,,,,,imperative,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,practical,,,,,
,,,,,,terms,,,,,
,,,,,,computer,,,,,
,,,,,,program,,,,,
,,,,,,may,,,,,
,,,,,,instructions,,,,,
,,,,,,extend,,,,,
,,,,,,many,,,,,
,,,,,,millions,,,,,
,,,,,,instructions,,,,,
,,,,,,programs,,,,,
,,,,,,word,,,,,
,,,,,,processors,,,,,
,,,,,,web,,,,,
,,,,,,browsers,,,,,
,,,,,,example,,,,,
,,,,,,typical,,,,,
,,,,,,modern,,,,,
,,,,,,computer,,,,,
,,,,,,execute,,,,,
,,,,,,billions,,,,,
,,,,,,instructions,,,,,
,,,,,,per,,,,,
,,,,,,second,,,,,
,,,,,,flops|gigaflops,,,,,
,,,,,,rarely,,,,,
,,,,,,makes,,,,,
,,,,,,mistake,,,,,
,,,,,,many,,,,,
,,,,,,years,,,,,
,,,,,,operation,,,,,
,,,,,,large,,,,,
,,,,,,computer,,,,,
,,,,,,programs,,,,,
,,,,,,consisting,,,,,
,,,,,,several,,,,,
,,,,,,million,,,,,
,,,,,,instructions,,,,,
,,,,,,may,,,,,
,,,,,,take,,,,,
,,,,,,teams,,,,,
,,,,,,programmers,,,,,
,,,,,,years,,,,,
,,,,,,write,,,,,
,,,,,,due,,,,,
,,,,,,complexity,,,,,
,,,,,,task,,,,,
,,,,,,almost,,,,,
,,,,,,certainly,,,,,
,,,,,,contain,,,,,
,,,,,,errors,,,,,
,,,,,,stored,,,,,
,,,,,,program,,,,,
,,,,,,architecture,,,,,
,,,,,,main,,,,,
,,,,,,article|computer,,,,,
,,,,,,program|computer,,,,,
,,,,,,programming,,,,,
,,,,,,file,,,,,
,,,,,,ssem,,,,,
,,,,,,manchester,,,,,
,,,,,,museum.jpg|thumb|right|replica,,,,,
,,,,,,small-scale,,,,,
,,,,,,experimental,,,,,
,,,,,,machine,,,,,
,,,,,,ssem,,,,,
,,,,,,world,,,,,
,,,,,,'s,,,,,
,,,,,,first,,,,,
,,,,,,stored-program,,,,,
,,,,,,computer,,,,,
,,,,,,museum,,,,,
,,,,,,science,,,,,
,,,,,,industry,,,,,
,,,,,,manchester,,,,,
,,,,,,|museum,,,,,
,,,,,,science,,,,,
,,,,,,industry,,,,,
,,,,,,manchester,,,,,
,,,,,,england,,,,,
,,,,,,section,,,,,
,,,,,,applies,,,,,
,,,,,,common,,,,,
,,,,,,ram,,,,,
,,,,,,machine-based,,,,,
,,,,,,computers,,,,,
,,,,,,cases,,,,,
,,,,,,computer,,,,,
,,,,,,instructions,,,,,
,,,,,,simple,,,,,
,,,,,,add,,,,,
,,,,,,one,,,,,
,,,,,,number,,,,,
,,,,,,another,,,,,
,,,,,,move,,,,,
,,,,,,data,,,,,
,,,,,,one,,,,,
,,,,,,location,,,,,
,,,,,,another,,,,,
,,,,,,send,,,,,
,,,,,,message,,,,,
,,,,,,external,,,,,
,,,,,,device,,,,,
,,,,,,etc,,,,,
,,,,,,instructions,,,,,
,,,,,,read,,,,,
,,,,,,computer,,,,,
,,,,,,'s,,,,,
,,,,,,computer,,,,,
,,,,,,data,,,,,
,,,,,,storage|memory,,,,,
,,,,,,generally,,,,,
,,,,,,carried,,,,,
,,,,,,execution,,,,,
,,,,,,computing,,,,,
,,,,,,|executed,,,,,
,,,,,,order,,,,,
,,,,,,given,,,,,
,,,,,,however,,,,,
,,,,,,usually,,,,,
,,,,,,specialized,,,,,
,,,,,,instructions,,,,,
,,,,,,tell,,,,,
,,,,,,computer,,,,,
,,,,,,jump,,,,,
,,,,,,ahead,,,,,
,,,,,,backwards,,,,,
,,,,,,place,,,,,
,,,,,,program,,,,,
,,,,,,carry,,,,,
,,,,,,executing,,,,,
,,,,,,called,,,,,
,,,,,,``,,,,,
,,,,,,jump,,,,,
,,,,,,'',,,,,
,,,,,,instructions,,,,,
,,,,,,branch,,,,,
,,,,,,computer,,,,,
,,,,,,science,,,,,
,,,,,,|branches,,,,,
,,,,,,furthermore,,,,,
,,,,,,jump,,,,,
,,,,,,instructions,,,,,
,,,,,,may,,,,,
,,,,,,made,,,,,
,,,,,,happen,,,,,
,,,,,,conditional,,,,,
,,,,,,programming,,,,,
,,,,,,|conditionally,,,,,
,,,,,,different,,,,,
,,,,,,sequences,,,,,
,,,,,,instructions,,,,,
,,,,,,may,,,,,
,,,,,,used,,,,,
,,,,,,depending,,,,,
,,,,,,result,,,,,
,,,,,,previous,,,,,
,,,,,,calculation,,,,,
,,,,,,external,,,,,
,,,,,,event,,,,,
,,,,,,many,,,,,
,,,,,,computers,,,,,
,,,,,,directly,,,,,
,,,,,,support,,,,,
,,,,,,subroutines,,,,,
,,,,,,providing,,,,,
,,,,,,type,,,,,
,,,,,,jump,,,,,
,,,,,,``,,,,,
,,,,,,remembers,,,,,
,,,,,,'',,,,,
,,,,,,location,,,,,
,,,,,,jumped,,,,,
,,,,,,another,,,,,
,,,,,,instruction,,,,,
,,,,,,return,,,,,
,,,,,,instruction,,,,,
,,,,,,following,,,,,
,,,,,,jump,,,,,
,,,,,,instruction,,,,,
,,,,,,program,,,,,
,,,,,,execution,,,,,
,,,,,,might,,,,,
,,,,,,likened,,,,,
,,,,,,reading,,,,,
,,,,,,book,,,,,
,,,,,,person,,,,,
,,,,,,normally,,,,,
,,,,,,read,,,,,
,,,,,,word,,,,,
,,,,,,line,,,,,
,,,,,,sequence,,,,,
,,,,,,may,,,,,
,,,,,,times,,,,,
,,,,,,jump,,,,,
,,,,,,back,,,,,
,,,,,,earlier,,,,,
,,,,,,place,,,,,
,,,,,,text,,,,,
,,,,,,skip,,,,,
,,,,,,sections,,,,,
,,,,,,interest,,,,,
,,,,,,similarly,,,,,
,,,,,,computer,,,,,
,,,,,,may,,,,,
,,,,,,sometimes,,,,,
,,,,,,go,,,,,
,,,,,,back,,,,,
,,,,,,repeat,,,,,
,,,,,,instructions,,,,,
,,,,,,section,,,,,
,,,,,,program,,,,,
,,,,,,internal,,,,,
,,,,,,condition,,,,,
,,,,,,met,,,,,
,,,,,,called,,,,,
,,,,,,control,,,,,
,,,,,,flow|flow,,,,,
,,,,,,control,,,,,
,,,,,,within,,,,,
,,,,,,program,,,,,
,,,,,,allows,,,,,
,,,,,,computer,,,,,
,,,,,,perform,,,,,
,,,,,,tasks,,,,,
,,,,,,repeatedly,,,,,
,,,,,,without,,,,,
,,,,,,human,,,,,
,,,,,,intervention,,,,,
,,,,,,comparatively,,,,,
,,,,,,person,,,,,
,,,,,,using,,,,,
,,,,,,pocket,,,,,
,,,,,,calculator,,,,,
,,,,,,perform,,,,,
,,,,,,basic,,,,,
,,,,,,arithmetic,,,,,
,,,,,,operation,,,,,
,,,,,,adding,,,,,
,,,,,,two,,,,,
,,,,,,numbers,,,,,
,,,,,,button,,,,,
,,,,,,presses,,,,,
,,,,,,add,,,,,
,,,,,,together,,,,,
,,,,,,numbers,,,,,
,,,,,,1,,,,,
,,,,,,"1,000",,,,,
,,,,,,would,,,,,
,,,,,,take,,,,,
,,,,,,thousands,,,,,
,,,,,,button,,,,,
,,,,,,presses,,,,,
,,,,,,lot,,,,,
,,,,,,time,,,,,
,,,,,,near,,,,,
,,,,,,certainty,,,,,
,,,,,,making,,,,,
,,,,,,mistake,,,,,
,,,,,,hand,,,,,
,,,,,,computer,,,,,
,,,,,,may,,,,,
,,,,,,programmed,,,,,
,,,,,,simple,,,,,
,,,,,,instructions,,,,,
,,,,,,following,,,,,
,,,,,,example,,,,,
,,,,,,written,,,,,
,,,,,,mips,,,,,
,,,,,,architecture|mips,,,,,
,,,,,,assembly,,,,,
,,,,,,language,,,,,
,,,,,,clear,,,,,
,,,,,,source,,,,,
,,,,,,lang=,,,,,
,,,,,,'',,,,,
,,,,,,asm,,,,,
,,,,,,'',,,,,
,,,,,,begin,,,,,
,,,,,,addi,,,,,
,,,,,,8,,,,,
,,,,,,0,,,,,
,,,,,,0,,,,,
,,,,,,initialize,,,,,
,,,,,,sum,,,,,
,,,,,,0,,,,,
,,,,,,addi,,,,,
,,,,,,9,,,,,
,,,,,,0,,,,,
,,,,,,1,,,,,
,,,,,,set,,,,,
,,,,,,first,,,,,
,,,,,,number,,,,,
,,,,,,add,,,,,
,,,,,,1,,,,,
,,,,,,loop,,,,,
,,,,,,slti,,,,,
,,,,,,10,,,,,
,,,,,,9,,,,,
,,,,,,1000,,,,,
,,,,,,check,,,,,
,,,,,,number,,,,,
,,,,,,less,,,,,
,,,,,,1000,,,,,
,,,,,,beq,,,,,
,,,,,,10,,,,,
,,,,,,0,,,,,
,,,,,,finish,,,,,
,,,,,,odd,,,,,
,,,,,,number,,,,,
,,,,,,greater,,,,,
,,,,,,n,,,,,
,,,,,,exit,,,,,
,,,,,,add,,,,,
,,,,,,8,,,,,
,,,,,,8,,,,,
,,,,,,9,,,,,
,,,,,,update,,,,,
,,,,,,sum,,,,,
,,,,,,addi,,,,,
,,,,,,9,,,,,
,,,,,,9,,,,,
,,,,,,1,,,,,
,,,,,,get,,,,,
,,,,,,next,,,,,
,,,,,,number,,,,,
,,,,,,j,,,,,
,,,,,,loop,,,,,
,,,,,,repeat,,,,,
,,,,,,summing,,,,,
,,,,,,process,,,,,
,,,,,,finish,,,,,
,,,,,,add,,,,,
,,,,,,2,,,,,
,,,,,,8,,,,,
,,,,,,0,,,,,
,,,,,,put,,,,,
,,,,,,sum,,,,,
,,,,,,output,,,,,
,,,,,,register,,,,,
,,,,,,/source,,,,,
,,,,,,told,,,,,
,,,,,,run,,,,,
,,,,,,program,,,,,
,,,,,,computer,,,,,
,,,,,,perform,,,,,
,,,,,,repetitive,,,,,
,,,,,,addition,,,,,
,,,,,,task,,,,,
,,,,,,without,,,,,
,,,,,,human,,,,,
,,,,,,intervention,,,,,
,,,,,,almost,,,,,
,,,,,,never,,,,,
,,,,,,make,,,,,
,,,,,,mistake,,,,,
,,,,,,modern,,,,,
,,,,,,pc,,,,,
,,,,,,complete,,,,,
,,,,,,task,,,,,
,,,,,,fraction,,,,,
,,,,,,second,,,,,
,,,,,,machine,,,,,
,,,,,,code,,,,,
,,,,,,computers,,,,,
,,,,,,individual,,,,,
,,,,,,instructions,,,,,
,,,,,,stored,,,,,
,,,,,,machine,,,,,
,,,,,,code,,,,,
,,,,,,instruction,,,,,
,,,,,,given,,,,,
,,,,,,unique,,,,,
,,,,,,number,,,,,
,,,,,,operation,,,,,
,,,,,,code,,,,,
,,,,,,opcode,,,,,
,,,,,,short,,,,,
,,,,,,command,,,,,
,,,,,,add,,,,,
,,,,,,two,,,,,
,,,,,,numbers,,,,,
,,,,,,together,,,,,
,,,,,,would,,,,,
,,,,,,one,,,,,
,,,,,,opcode,,,,,
,,,,,,command,,,,,
,,,,,,multiply,,,,,
,,,,,,would,,,,,
,,,,,,different,,,,,
,,,,,,opcode,,,,,
,,,,,,simplest,,,,,
,,,,,,computers,,,,,
,,,,,,able,,,,,
,,,,,,perform,,,,,
,,,,,,handful,,,,,
,,,,,,different,,,,,
,,,,,,instructions,,,,,
,,,,,,complex,,,,,
,,,,,,computers,,,,,
,,,,,,several,,,,,
,,,,,,hundred,,,,,
,,,,,,choose,,,,,
,,,,,,unique,,,,,
,,,,,,numerical,,,,,
,,,,,,code,,,,,
,,,,,,since,,,,,
,,,,,,computer,,,,,
,,,,,,'s,,,,,
,,,,,,memory,,,,,
,,,,,,able,,,,,
,,,,,,store,,,,,
,,,,,,numbers,,,,,
,,,,,,also,,,,,
,,,,,,store,,,,,
,,,,,,instruction,,,,,
,,,,,,codes,,,,,
,,,,,,leads,,,,,
,,,,,,important,,,,,
,,,,,,fact,,,,,
,,,,,,entire,,,,,
,,,,,,programs,,,,,
,,,,,,lists,,,,,
,,,,,,instructions,,,,,
,,,,,,represented,,,,,
,,,,,,lists,,,,,
,,,,,,numbers,,,,,
,,,,,,manipulated,,,,,
,,,,,,inside,,,,,
,,,,,,computer,,,,,
,,,,,,way,,,,,
,,,,,,numeric,,,,,
,,,,,,data,,,,,
,,,,,,fundamental,,,,,
,,,,,,concept,,,,,
,,,,,,storing,,,,,
,,,,,,programs,,,,,
,,,,,,computer,,,,,
,,,,,,'s,,,,,
,,,,,,memory,,,,,
,,,,,,alongside,,,,,
,,,,,,data,,,,,
,,,,,,operate,,,,,
,,,,,,crux,,,,,
,,,,,,von,,,,,
,,,,,,neumann,,,,,
,,,,,,stored,,,,,
,,,,,,program,,,,,
,,,,,,citation,,,,,
,,,,,,needed|date=may,,,,,
,,,,,,2014,,,,,
,,,,,,architecture,,,,,
,,,,,,cases,,,,,
,,,,,,computer,,,,,
,,,,,,might,,,,,
,,,,,,store,,,,,
,,,,,,program,,,,,
,,,,,,memory,,,,,
,,,,,,kept,,,,,
,,,,,,separate,,,,,
,,,,,,data,,,,,
,,,,,,operates,,,,,
,,,,,,called,,,,,
,,,,,,harvard,,,,,
,,,,,,architecture,,,,,
,,,,,,harvard,,,,,
,,,,,,mark,,,,,
,,,,,,computer,,,,,
,,,,,,modern,,,,,
,,,,,,von,,,,,
,,,,,,neumann,,,,,
,,,,,,computers,,,,,
,,,,,,display,,,,,
,,,,,,traits,,,,,
,,,,,,harvard,,,,,
,,,,,,architecture,,,,,
,,,,,,designs,,,,,
,,,,,,cpu,,,,,
,,,,,,caches,,,,,
,,,,,,possible,,,,,
,,,,,,write,,,,,
,,,,,,computer,,,,,
,,,,,,programs,,,,,
,,,,,,long,,,,,
,,,,,,lists,,,,,
,,,,,,numbers,,,,,
,,,,,,machine,,,,,
,,,,,,code|machine,,,,,
,,,,,,language,,,,,
,,,,,,technique,,,,,
,,,,,,used,,,,,
,,,,,,many,,,,,
,,,,,,early,,,,,
,,,,,,computers,,,,,
,,,,,,even,,,,,
,,,,,,later,,,,,
,,,,,,computers,,,,,
,,,,,,commonly,,,,,
,,,,,,programmed,,,,,
,,,,,,directly,,,,,
,,,,,,machine,,,,,
,,,,,,code,,,,,
,,,,,,minicomputers,,,,,
,,,,,,like,,,,,
,,,,,,digital,,,,,
,,,,,,equipment,,,,,
,,,,,,corporation|dec,,,,,
,,,,,,pdp-8,,,,,
,,,,,,could,,,,,
,,,,,,programmed,,,,,
,,,,,,directly,,,,,
,,,,,,panel,,,,,
,,,,,,switches,,,,,
,,,,,,however,,,,,
,,,,,,method,,,,,
,,,,,,usually,,,,,
,,,,,,used,,,,,
,,,,,,part,,,,,
,,,,,,booting,,,,,
,,,,,,process,,,,,
,,,,,,modern,,,,,
,,,,,,computers,,,,,
,,,,,,boot,,,,,
,,,,,,entirely,,,,,
,,,,,,automatically,,,,,
,,,,,,reading,,,,,
,,,,,,boot,,,,,
,,,,,,program,,,,,
,,,,,,non-volatile,,,,,
,,,,,,memory,,,,,
,,,,,,extremely,,,,,
,,,,,,tedious,,,,,
,,,,,,potentially,,,,,
,,,,,,error-prone,,,,,
,,,,,,practice,,,,,
,,,,,,especially,,,,,
,,,,,,complicated,,,,,
,,,,,,programs,,,,,
,,,,,,instead,,,,,
,,,,,,basic,,,,,
,,,,,,instruction,,,,,
,,,,,,given,,,,,
,,,,,,short,,,,,
,,,,,,name,,,,,
,,,,,,indicative,,,,,
,,,,,,function,,,,,
,,,,,,easy,,,,,
,,,,,,remember,,,,,
,,,,,,nbsp,,,,,
,,,,,,–,,,,,
,,,,,,mnemonic,,,,,
,,,,,,add,,,,,
,,,,,,sub,,,,,
,,,,,,mult,,,,,
,,,,,,jump,,,,,
,,,,,,mnemonics,,,,,
,,,,,,collectively,,,,,
,,,,,,known,,,,,
,,,,,,computer,,,,,
,,,,,,'s,,,,,
,,,,,,assembly,,,,,
,,,,,,language,,,,,
,,,,,,converting,,,,,
,,,,,,programs,,,,,
,,,,,,written,,,,,
,,,,,,assembly,,,,,
,,,,,,language,,,,,
,,,,,,something,,,,,
,,,,,,computer,,,,,
,,,,,,actually,,,,,
,,,,,,understand,,,,,
,,,,,,machine,,,,,
,,,,,,language,,,,,
,,,,,,usually,,,,,
,,,,,,done,,,,,
,,,,,,computer,,,,,
,,,,,,program,,,,,
,,,,,,called,,,,,
,,,,,,assembler,,,,,
,,,,,,file,,,,,
,,,,,,fortrancardproj039.agr.jpg|thumb|right|a,,,,,
,,,,,,1970s,,,,,
,,,,,,punched,,,,,
,,,,,,card,,,,,
,,,,,,containing,,,,,
,,,,,,one,,,,,
,,,,,,line,,,,,
,,,,,,fortran|fortran,,,,,
,,,,,,program,,,,,
,,,,,,card,,,,,
,,,,,,reads,,,,,
,,,,,,``,,,,,
,,,,,,z,,,,,
,,,,,,1,,,,,
,,,,,,w,,,,,
,,,,,,1,,,,,
,,,,,,'',,,,,
,,,,,,labeled,,,,,
,,,,,,``,,,,,
,,,,,,proj039,,,,,
,,,,,,'',,,,,
,,,,,,identification,,,,,
,,,,,,purposes,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,main,,,,,
,,,,,,article|programming,,,,,
,,,,,,language,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,provide,,,,,
,,,,,,various,,,,,
,,,,,,ways,,,,,
,,,,,,specifying,,,,,
,,,,,,programs,,,,,
,,,,,,computers,,,,,
,,,,,,run,,,,,
,,,,,,unlike,,,,,
,,,,,,natural,,,,,
,,,,,,languages,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,designed,,,,,
,,,,,,permit,,,,,
,,,,,,ambiguity,,,,,
,,,,,,concise,,,,,
,,,,,,purely,,,,,
,,,,,,written,,,,,
,,,,,,languages,,,,,
,,,,,,often,,,,,
,,,,,,difficult,,,,,
,,,,,,read,,,,,
,,,,,,aloud,,,,,
,,,,,,generally,,,,,
,,,,,,either,,,,,
,,,,,,translated,,,,,
,,,,,,machine,,,,,
,,,,,,code,,,,,
,,,,,,compiler,,,,,
,,,,,,assembler,,,,,
,,,,,,computer,,,,,
,,,,,,programming,,,,,
,,,,,,|assembler,,,,,
,,,,,,run,,,,,
,,,,,,translated,,,,,
,,,,,,directly,,,,,
,,,,,,run,,,,,
,,,,,,time,,,,,
,,,,,,interpreter,,,,,
,,,,,,computing,,,,,
,,,,,,|interpreter,,,,,
,,,,,,sometimes,,,,,
,,,,,,programs,,,,,
,,,,,,executed,,,,,
,,,,,,hybrid,,,,,
,,,,,,method,,,,,
,,,,,,two,,,,,
,,,,,,techniques,,,,,
,,,,,,=low-level,,,,,
,,,,,,languages=,,,,,
,,,,,,main,,,,,
,,,,,,article|low-level,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,machine,,,,,
,,,,,,languages,,,,,
,,,,,,assembly,,,,,
,,,,,,languages,,,,,
,,,,,,represent,,,,,
,,,,,,collectively,,,,,
,,,,,,termed,,,,,
,,,,,,''low-level,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,'',,,,,
,,,,,,tend,,,,,
,,,,,,unique,,,,,
,,,,,,particular,,,,,
,,,,,,type,,,,,
,,,,,,computer,,,,,
,,,,,,instance,,,,,
,,,,,,arm,,,,,
,,,,,,architecture,,,,,
,,,,,,computer,,,,,
,,,,,,may,,,,,
,,,,,,found,,,,,
,,,,,,smartphone,,,,,
,,,,,,handheld,,,,,
,,,,,,video,,,,,
,,,,,,game|hand-held,,,,,
,,,,,,videogame,,,,,
,,,,,,understand,,,,,
,,,,,,machine,,,,,
,,,,,,language,,,,,
,,,,,,x86|x86,,,,,
,,,,,,cpu,,,,,
,,,,,,might,,,,,
,,,,,,personal,,,,,
,,,,,,computer|pc.however,,,,,
,,,,,,sometimes,,,,,
,,,,,,form,,,,,
,,,,,,machine,,,,,
,,,,,,language,,,,,
,,,,,,compatibility,,,,,
,,,,,,different,,,,,
,,,,,,computers,,,,,
,,,,,,x86-64,,,,,
,,,,,,compatible,,,,,
,,,,,,microprocessor,,,,,
,,,,,,like,,,,,
,,,,,,advanced,,,,,
,,,,,,micro,,,,,
,,,,,,devices|amd,,,,,
,,,,,,athlon,,,,,
,,,,,,64,,,,,
,,,,,,able,,,,,
,,,,,,run,,,,,
,,,,,,programs,,,,,
,,,,,,intel,,,,,
,,,,,,core,,,,,
,,,,,,2,,,,,
,,,,,,microprocessor,,,,,
,,,,,,well,,,,,
,,,,,,programs,,,,,
,,,,,,designed,,,,,
,,,,,,earlier,,,,,
,,,,,,microprocessors,,,,,
,,,,,,like,,,,,
,,,,,,intel,,,,,
,,,,,,pentiums,,,,,
,,,,,,intel,,,,,
,,,,,,80486.,,,,,
,,,,,,contrasts,,,,,
,,,,,,early,,,,,
,,,,,,commercial,,,,,
,,,,,,computers,,,,,
,,,,,,often,,,,,
,,,,,,one-of-a-kind,,,,,
,,,,,,totally,,,,,
,,,,,,incompatible,,,,,
,,,,,,computers,,,,,
,,,,,,=high-level,,,,,
,,,,,,languages/third,,,,,
,,,,,,generation,,,,,
,,,,,,language=,,,,,
,,,,,,main,,,,,
,,,,,,article|high-level,,,,,
,,,,,,programming,,,,,
,,,,,,language,,,,,
,,,,,,though,,,,,
,,,,,,considerably,,,,,
,,,,,,easier,,,,,
,,,,,,machine,,,,,
,,,,,,language,,,,,
,,,,,,writing,,,,,
,,,,,,long,,,,,
,,,,,,programs,,,,,
,,,,,,assembly,,,,,
,,,,,,language,,,,,
,,,,,,often,,,,,
,,,,,,difficult,,,,,
,,,,,,also,,,,,
,,,,,,error,,,,,
,,,,,,prone,,,,,
,,,,,,therefore,,,,,
,,,,,,practical,,,,,
,,,,,,programs,,,,,
,,,,,,written,,,,,
,,,,,,abstract,,,,,
,,,,,,high-level,,,,,
,,,,,,programming,,,,,
,,,,,,languages,,,,,
,,,,,,able,,,,,
,,,,,,express,,,,,
,,,,,,needs,,,,,
,,,,,,programmer,,,,,
,,,,,,conveniently,,,,,
,,,,,,thereby,,,,,
,,,,,,help,,,,,
,,,,,,reduce,,,,,
,,,,,,programmer,,,,,
,,,,,,error,,,,,
,,,,,,high,,,,,
,,,,,,level,,,,,
